0,5,100
0,6,100
0,7,100
0,8,100
0,9,100
1,5,100
1,6,100
1,7,100
1,8,100
1,9,100
2,5,100
2,6,100
2,7,100
2,8,100
2,9,100
3,5,100
3,6,100
3,7,100
3,8,100
3,9,100
4,5,100
4,6,100
4,7,100
4,8,100
4,9,100
0,10,35
0,11,35
0,12,35
0,13,35
0,14,35
1,10,35
1,11,35
1,12,35
1,13,35
1,14,35
2,10,35
2,11,35
2,12,35
2,13,35
2,14,35
3,10,35
3,11,35
3,12,35
3,13,35
3,14,35
4,10,35
4,11,35
4,12,35
4,13,35
4,14,35
0,15,120
0,16,120
0,17,120
0,18,120
0,19,120
1,15,120
1,16,120
1,17,120
1,18,120
1,19,120
2,15,120
2,16,120
2,17,120
2,18,120
2,19,120
3,15,120
3,16,120
3,17,120
3,18,120
3,19,120
4,15,120
4,16,120
4,17,120
4,18,120
4,19,120
5,10,120
5,11,120
5,12,120
5,13,120
5,14,120
6,10,120
6,11,120
6,12,120
6,13,120
6,14,120
7,10,120
7,11,120
7,12,120
7,13,120
7,14,120
8,10,120
8,11,120
8,12,120
8,13,120
8,14,120
9,10,120
9,11,120
9,12,120
9,13,120
9,14,120
5,15,35
5,16,35
5,17,35
5,18,35
5,19,35
6,15,35
6,16,35
6,17,35
6,18,35
6,19,35
7,15,35
7,16,35
7,17,35
7,18,35
7,19,35
8,15,35
8,16,35
8,17,35
8,18,35
8,19,35
9,15,35
9,16,35
9,17,35
9,18,35
9,19,35
10,15,100
10,16,100
10,17,100
10,18,100
10,19,100
11,15,100
11,16,100
11,17,100
11,18,100
11,19,100
12,15,100
12,16,100
12,17,100
12,18,100
12,19,100
13,15,100
13,16,100
13,17,100
13,18,100
13,19,100
14,15,100
14,16,100
14,17,100
14,18,100
14,19,100
