0,6,100
0,7,100
0,8,100
0,9,100
0,10,100
0,11,100
0,12,100
0,13,100
1,6,100
1,7,100
1,8,100
1,9,100
1,10,100
1,11,100
1,12,100
1,13,100
2,6,100
2,7,100
2,8,100
2,9,100
2,10,100
2,11,100
2,12,100
2,13,100
3,6,100
3,7,100
3,8,100
3,9,100
3,10,100
3,11,100
3,12,100
3,13,100
4,6,100
4,7,100
4,8,100
4,9,100
4,10,100
4,11,100
4,12,100
4,13,100
5,6,100
5,7,100
5,8,100
5,9,100
5,10,100
5,11,100
5,12,100
5,13,100
0,14,35
0,15,35
0,16,35
0,17,35
1,14,35
1,15,35
1,16,35
1,17,35
2,14,35
2,15,35
2,16,35
2,17,35
3,14,35
3,15,35
3,16,35
3,17,35
4,14,35
4,15,35
4,16,35
4,17,35
5,14,35
5,15,35
5,16,35
5,17,35
0,18,120
0,19,120
1,18,120
1,19,120
2,18,120
2,19,120
3,18,120
3,19,120
4,18,120
4,19,120
5,18,120
5,19,120
6,14,120
6,15,120
6,16,120
6,17,120
7,14,120
7,15,120
7,16,120
7,17,120
8,14,120
8,15,120
8,16,120
8,17,120
9,14,120
9,15,120
9,16,120
9,17,120
10,14,120
10,15,120
10,16,120
10,17,120
11,14,120
11,15,120
11,16,120
11,17,120
12,14,120
12,15,120
12,16,120
12,17,120
13,14,120
13,15,120
13,16,120
13,17,120
6,18,35
6,19,35
7,18,35
7,19,35
8,18,35
8,19,35
9,18,35
9,19,35
10,18,35
10,19,35
11,18,35
11,19,35
12,18,35
12,19,35
13,18,35
13,19,35
14,18,100
14,19,100
15,18,100
15,19,100
16,18,100
16,19,100
17,18,100
17,19,100
